make,model,year,price,mileage,overall_rating,complaint_count,reliability_score,age,depreciation_rate,fuel_type,engine,transmission,accident,clean_title
FORD,UTILITY POLICE INTERCEPTOR BASE,2013,10300.0,51000.0,3.0,0.0,1.0,11,1.65,E85 Flex Fuel,300.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,At least 1 accident or damage reported,Yes
HYUNDAI,PALISADE SEL,2021,38005.0,34742.0,5.0,104.0,0.9290586630286494,3,0.4499999999999999,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,At least 1 accident or damage reported,Yes
LEXUS,RX 350 RX 350,2022,54598.0,22372.0,4.0,0.0,1.0,2,0.3,Gasoline,3.5 Liter DOHC,Automatic,None reported,
INFINITI,Q50 HYBRID SPORT,2015,15500.0,88900.0,5.0,0.0,1.0,9,1.35,Hybrid,354.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,7-Speed A/T,None reported,Yes
AUDI,Q3 45 S LINE PREMIUM PLUS,2021,34999.0,9835.0,3.0,0.0,1.0,3,0.4499999999999999,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,None reported,
ACURA,ILX 2.4L,2016,14798.0,136397.0,5.0,33.0,0.9774897680763984,8,1.2,Gasoline,2.4 Liter,F,None reported,
AUDI,S3 2.0T PREMIUM PLUS,2017,31000.0,84000.0,3.0,0.0,1.0,7,1.05,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,None reported,Yes
BMW,740 IL,2001,7300.0,242000.0,3.0,0.0,1.0,23,3.4499999999999997,Gasoline,282.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,None reported,Yes
LEXUS,RC 350 F SPORT,2021,41927.0,23436.0,3.0,0.0,1.0,3,0.4499999999999999,Gasoline,311.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,None reported,Yes
TESLA,MODEL X LONG RANGE PLUS,2020,69950.0,34000.0,5.0,0.0,1.0,4,0.6,,534.0HP Electric Motor Electric Fuel System,A/T,None reported,Yes
LAND,ROVER RANGE ROVER SPORT 3.0 SUPERCHARGED HST,2021,73897.0,27608.0,3.0,0.0,1.0,3,0.4499999999999999,Gasoline,V6,Automatic,None reported,
ASTON,MARTIN DBS SUPERLEGGERA,2019,184606.0,22770.0,3.0,0.0,1.0,5,0.75,Gasoline,715.0HP 5.2L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,None reported,Yes
TOYOTA,SUPRA 3.0 PREMIUM,2021,53500.0,12500.0,3.0,5.0,0.9965893587994544,3,0.4499999999999999,Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,None reported,Yes
LINCOLN,AVIATOR RESERVE AWD,2022,62000.0,18196.0,3.0,0.0,1.0,2,0.3,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None reported,Yes
JAGUAR,F-TYPE,2020,47998.0,15903.0,3.0,1.0,0.9993178717598908,4,0.6,Gasoline,2.0 Liter Supercharged,Automatic,None reported,
LAND,ROVER LR4 HSE,2013,29990.0,79800.0,3.0,0.0,1.0,11,1.65,Gasoline,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,None reported,Yes
MERCEDES-BENZ,METRIS BASE,2021,250000.0,1685.0,3.0,0.0,1.0,3,0.4499999999999999,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,None reported,Yes
DODGE,CHALLENGER SXT,2013,16800.0,61074.0,3.0,0.0,1.0,11,1.65,Gasoline,305.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,None reported,Yes
NISSAN,350Z ENTHUSIAST,2003,11000.0,74000.0,3.0,0.0,1.0,21,3.15,Gasoline,287.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,None reported,Yes
JAGUAR,F-TYPE R,2018,68750.0,35250.0,3.0,0.0,1.0,6,0.8999999999999999,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,None reported,Yes
GENESIS,GV70 3.5T SPORT,2023,60000.0,5400.0,3.0,0.0,1.0,1,0.15,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,,
CHEVROLET,S-10 LS,2000,4500.0,133510.0,3.0,0.0,1.0,24,3.5999999999999996,E85 Flex Fuel,120.0HP 2.2L 4 Cylinder Engine Flex Fuel Capability,A/T,None reported,Yes
BMW,440 GRAN COUPE 440I XDRIVE,2020,38598.0,25990.0,3.0,0.0,1.0,4,0.6,Gasoline,3.0 Liter Turbo,Automatic,None reported,
FORD,F-150 XLT,2023,58504.0,2823.0,3.0,0.0,1.0,1,0.15,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,None reported,Yes
CHEVROLET,SUBURBAN RST,2021,61000.0,52000.0,3.0,0.0,1.0,3,0.4499999999999999,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,None reported,Yes
HYUNDAI,ELANTRA N BASE,2022,32300.0,11650.0,3.0,1.0,0.9993178717598908,2,0.3,Gasoline,276.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None reported,Yes
NISSAN,SENTRA SR,2016,13998.0,96541.0,4.0,187.0,0.8724420190995907,8,1.2,Gasoline,1.8 Liter,Automatic,None reported,
MERCEDES-BENZ,AMG CLA 45 BASE 4MATIC,2021,59995.0,17500.0,3.0,0.0,1.0,3,0.4499999999999999,Gasoline,382.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,None reported,Yes
BMW,650 GRAN COUPE I XDRIVE,2015,25700.0,69000.0,3.0,0.0,1.0,9,1.35,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,None reported,Yes
AUDI,Q5 2.0T PREMIUM PLUS,2017,21375.0,81880.0,3.0,0.0,1.0,7,1.05,E85 Flex Fuel,2.0L I4 16V GDI DOHC Turbo Flexible Fuel,8-Speed Automatic,None reported,Yes
MERCEDES-BENZ,AMG C 43 BASE 4MATIC,2018,48000.0,28800.0,3.0,0.0,1.0,6,0.8999999999999999,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,None reported,Yes
DODGE,RAM 1500 LARAMIE MEGA CAB,2006,10900.0,300183.0,3.0,0.0,1.0,18,2.6999999999999997,Gasoline,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,At least 1 accident or damage reported,Yes
BMW,I3 120AH W/RANGE EXTENDER,2020,24998.0,35035.0,3.0,0.0,1.0,4,0.6,Hybrid,120 AH,Automatic,None reported,
KIA,SORENTO SX,2011,5999.0,171000.0,3.0,0.0,1.0,13,1.95,Gasoline,276.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,None reported,Yes
LEXUS,LX 570 BASE,2016,46900.0,118700.0,3.0,0.0,1.0,8,1.2,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,None reported,Yes
JEEP,NEW COMPASS TRAILHAWK,2017,15900.0,119000.0,3.0,0.0,1.0,7,1.05,Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,None reported,Yes
BMW,340 I,2018,33598.0,44261.0,3.0,0.0,1.0,6,0.8999999999999999,Gasoline,3.0 Liter Turbo,Automatic,None reported,
AUDI,A4 2.0T PREMIUM PLUS QUATTRO,2012,8999.0,125575.0,3.0,0.0,1.0,12,1.7999999999999998,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,None reported,Yes
HYUNDAI,TUCSON SE,2007,8200.0,16200.0,3.0,0.0,1.0,17,2.55,Gasoline,173.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,None reported,Yes
BMW,Z4 SDRIVE28I,2014,20000.0,70000.0,3.0,0.0,1.0,10,1.5,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,At least 1 accident or damage reported,Yes
BENTLEY,CONTINENTAL GTC BASE,2011,79950.0,20200.0,3.0,0.0,1.0,13,1.95,E85 Flex Fuel,552.0HP 6.0L 12 Cylinder Engine Flex Fuel Capability,6-Speed A/T,None reported,Yes
HONDA,PASSPORT ELITE,2023,45498.0,2978.0,3.0,0.0,1.0,1,0.15,Gasoline,3.5 Liter SOHC,Automatic,None reported,
DODGE,SPRINTER 2500,2007,14000.0,189719.0,3.0,0.0,1.0,17,2.55,Diesel,3.0L V6 Cylinder Engine Diesel Fuel,5-Speed A/T,At least 1 accident or damage reported,Yes
BMW,M850 I XDRIVE,2019,75798.0,9949.0,3.0,0.0,1.0,5,0.75,Gasoline,4.4 Liter DOHC Twin Turbo,Automatic,None reported,
LUCID,AIR GRAND TOURING,2022,119999.0,3552.0,3.0,0.0,1.0,2,0.3,,536.0HP Electric Motor Electric Fuel System,1-Speed A/T,None reported,Yes
AUDI,A7 PREMIUM,2012,36880.0,54000.0,3.0,0.0,1.0,12,1.7999999999999998,Gasoline,310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,At least 1 accident or damage reported,Yes
CHEVROLET,SILVERADO 1500 CUSTOM TRAIL BOSS,2021,43147.0,51351.0,4.0,102.0,0.9304229195088676,3,0.4499999999999999,Gasoline,5.3L V8 16V GDI OHV,Automatic,None reported,Yes
MINI,CONVERTIBLE JOHN COOPER WORKS,2017,29000.0,24280.0,3.0,0.0,1.0,7,1.05,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,At least 1 accident or damage reported,Yes
TOYOTA,AVALON TOURING,2016,17500.0,89148.0,5.0,20.0,0.9863574351978172,8,1.2,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,None reported,Yes
PORSCHE,CAYENNE PLATINUM EDITION,2017,30990.0,73043.0,3.0,0.0,1.0,7,1.05,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,None reported,Yes
MERCEDES-BENZ,AMG C 63 S,2017,52500.0,60000.0,3.0,0.0,1.0,7,1.05,Gasoline,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,At least 1 accident or damage reported,Yes
HONDA,CR-V EX-L,2016,20848.0,73549.0,3.0,0.0,1.0,8,1.2,Gasoline,2.4L I4 16V GDI DOHC,Automatic CVT,At least 1 accident or damage reported,
HUMMER,H2 BASE,2005,19500.0,110900.0,3.0,0.0,1.0,19,2.85,Gasoline,325.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,None reported,Yes
PORSCHE,911 CARRERA S,2013,73000.0,39000.0,3.0,0.0,1.0,11,1.65,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,None reported,Yes
MERCEDES-BENZ,CLA-CLASS CLA 250,2016,19800.0,120000.0,3.0,0.0,1.0,8,1.2,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None reported,Yes
CHRYSLER,300 TOURING,2009,7500.0,134602.0,3.0,0.0,1.0,15,2.25,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None reported,Yes
NISSAN,ROGUE SV,2023,30999.0,1094.0,3.0,0.0,1.0,1,0.15,Gasoline,1.5L I3 12V GDI DOHC Turbo,Automatic CVT,None reported,
AUDI,A3 2.0T,2010,6500.0,83500.0,3.0,0.0,1.0,14,2.1,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None reported,Yes
FORD,MUSTANG GT PREMIUM,2014,28500.0,37060.0,3.0,0.0,1.0,10,1.5,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,None reported,Yes
ACURA,RL TECHNOLOGY,2010,10995.0,97700.0,3.0,0.0,1.0,14,2.1,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None reported,Yes
VOLVO,XC90 HYBRID T8 R-DESIGN,2018,42000.0,40000.0,5.0,0.0,1.0,6,0.8999999999999999,Plug-In Hybrid,400.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,None reported,Yes
AUDI,R8 5.2 V10,2018,144900.0,8940.0,3.0,0.0,1.0,6,0.8999999999999999,Gasoline,5.2L V10 40V PDI DOHC,7-Speed Automatic with Auto-Shift,None reported,
MERCEDES-BENZ,GLK-CLASS GLK 350,2014,10000.0,186000.0,3.0,0.0,1.0,10,1.5,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,At least 1 accident or damage reported,Yes
TOYOTA,C-HR LE,2021,23998.0,13180.0,5.0,7.0,0.995225102319236,3,0.4499999999999999,Gasoline,2.0 Liter,CVT-F,None reported,
LEXUS,IS 350 BASE,2014,21000.0,104000.0,3.0,0.0,1.0,10,1.5,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,None reported,Yes
BMW,X4 M40I,2023,67900.0,8500.0,3.0,0.0,1.0,1,0.15,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,None reported,Yes
BMW,M4 CS,2019,69998.0,19069.0,3.0,0.0,1.0,5,0.75,Gasoline,3.0 Liter DOHC Turbo,Automatic,None reported,
CADILLAC,CT5 PREMIUM LUXURY,2023,46900.0,6090.0,5.0,0.0,1.0,1,0.15,Gasoline,237.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,None reported,Yes
LUCID,AIR GRAND TOURING,2022,99000.0,4900.0,3.0,0.0,1.0,2,0.3,,536.0HP Electric Motor Electric Fuel System,1-Speed A/T,None reported,Yes
AUDI,A5 2.0T PREMIUM PLUS,2019,31000.0,47523.0,3.0,0.0,1.0,5,0.75,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None reported,Yes
CHRYSLER,300C SRT8,2006,19995.0,43000.0,3.0,0.0,1.0,18,2.6999999999999997,Gasoline,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,At least 1 accident or damage reported,Yes
BENTLEY,CONTINENTAL GT W12,2017,130000.0,14684.0,3.0,0.0,1.0,7,1.05,Gasoline,582.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,None reported,Yes
BMW,M4 BASE,2019,55999.0,57800.0,3.0,0.0,1.0,5,0.75,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None reported,Yes
TOYOTA,GR COROLLA CIRCUIT EDITION,2023,49950.0,952.0,3.0,0.0,1.0,1,0.15,Gasoline,300.0HP 1.6L 3 Cylinder Engine Gasoline Fuel,6-Speed M/T,None reported,Yes
AUDI,RS 5 2.9T,2019,59950.0,21240.0,3.0,0.0,1.0,5,0.75,Gasoline,444.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,At least 1 accident or damage reported,Yes
PORSCHE,CAYENNE BASE,2019,42499.0,59338.0,3.0,14.0,0.990450204638472,5,0.75,Gasoline,335.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None reported,Yes
LAMBORGHINI,HURACAN TECNICA COUPE,2023,359991.0,255.0,3.0,0.0,1.0,1,0.15,Gasoline,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",Automatic,None reported,
MASERATI,QUATTROPORTE S,2019,44999.0,23230.0,3.0,0.0,1.0,5,0.75,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,None reported,Yes
JAGUAR,XF 35T R-SPORT,2017,30000.0,48000.0,3.0,0.0,1.0,7,1.05,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,At least 1 accident or damage reported,Yes
LEXUS,ES 330 BASE,2005,11100.0,41059.0,3.0,0.0,1.0,19,2.85,Gasoline,225.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,None reported,Yes
LAND,ROVER DISCOVERY SPORT SE R-DYNAMIC,2020,37998.0,21240.0,3.0,0.0,1.0,4,0.6,Gasoline,2.0 Liter,Automatic,None reported,
PORSCHE,CAYMAN GTS,2015,72000.0,11500.0,3.0,0.0,1.0,9,1.35,Gasoline,340.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,None reported,Yes
GENESIS,G90 3.3T PREMIUM,2021,53950.0,9950.0,3.0,0.0,1.0,3,0.4499999999999999,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,None reported,Yes
VOLKSWAGEN,GOLF R 20TH ANNIVERSARY EDITION,2023,47999.0,633.0,3.0,0.0,1.0,1,0.15,Gasoline,315.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,None reported,Yes
HYUNDAI,SONATA HYBRID LIMITED,2015,15900.0,66000.0,5.0,0.0,1.0,9,1.35,Hybrid,199.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,At least 1 accident or damage reported,Yes
AUDI,RS 7 4.0T PRESTIGE,2014,45000.0,59715.0,3.0,0.0,1.0,10,1.5,Gasoline,560.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,At least 1 accident or damage reported,Yes
BMW,740 LI,2012,18500.0,85252.0,3.0,0.0,1.0,12,1.7999999999999998,Gasoline,326.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,None reported,Yes
MERCEDES-BENZ,GLS 450 BASE 4MATIC,2020,80000.0,17900.0,3.0,0.0,1.0,4,0.6,Hybrid,362.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,At least 1 accident or damage reported,Yes
BMW,M6 BASE,2016,55000.0,25500.0,3.0,1.0,0.9993178717598908,8,1.2,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,None reported,Yes
SUBARU,FORESTER 2.5 X,2004,2300.0,210703.0,3.0,0.0,1.0,20,3.0,Gasoline,165.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,M/T,,
HYUNDAI,ELANTRA N BASE,2023,34000.0,3800.0,3.0,0.0,1.0,1,0.15,Gasoline,276.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,None reported,Yes
KIA,NIRO PLUG-IN HYBRID EX PREMIUM,2022,31995.0,36602.0,3.0,0.0,1.0,2,0.3,Hybrid,1.6L I4 16V GDI DOHC Hybrid,6-Speed Automatic with Auto-Shift,None reported,Yes
RIVIAN,R1S ADVENTURE PACKAGE,2023,92000.0,2800.0,3.0,0.0,1.0,1,0.15,,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,None reported,Yes
ASTON,MARTIN DBS SUPERLEGGERA,2021,279950.0,2165.0,3.0,0.0,1.0,3,0.4499999999999999,Gasoline,5.2L V12 48V GDI DOHC Twin Turbo,8-Speed Automatic,None reported,Yes
MERCEDES-BENZ,SLC 300 BASE,2018,29900.0,33000.0,3.0,0.0,1.0,6,0.8999999999999999,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,At least 1 accident or damage reported,Yes
BMW,435 GRAN COUPE I,2016,24950.0,76009.0,3.0,0.0,1.0,8,1.2,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,None reported,Yes
JEEP,GRAND CHEROKEE SUMMIT,2020,39366.0,31349.0,4.0,58.0,0.96043656207367,4,0.6,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,None reported,
LEXUS,RC 350 BASE,2015,32900.0,48000.0,3.0,0.0,1.0,9,1.35,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None reported,Yes
BMW,525 I,2005,8900.0,91420.0,3.0,0.0,1.0,19,2.85,Gasoline,215.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,None reported,Yes
TOYOTA,COROLLA LE,2003,4995.0,124756.0,3.0,0.0,1.0,21,3.15,Gasoline,130.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,M/T,At least 1 accident or damage reported,Yes
CADILLAC,CT5-V BLACKWING,2023,104900.0,2415.0,3.0,0.0,1.0,1,0.15,Gasoline,6.2L V8 16V GDI OHV Supercharged,10-Speed Automatic,None reported,
GMC,ACADIA SLT-1,2012,7900.0,116226.0,3.0,0.0,1.0,12,1.7999999999999998,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,None reported,Yes
LEXUS,LC 500 BASE,2020,75950.0,37869.0,3.0,0.0,1.0,4,0.6,Gasoline,5.0L V8 32V PDI DOHC,10-Speed Automatic,None reported,
BMW,I8 BASE,2019,86000.0,41500.0,3.0,0.0,1.0,5,0.75,Plug-In Hybrid,369.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,None reported,Yes
LEXUS,ES 300H BASE,2013,17995.0,87001.0,3.0,0.0,1.0,11,1.65,Hybrid,200.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,None reported,Yes
CADILLAC,CT5-V V-SERIES,2022,55655.0,4451.0,3.0,0.0,1.0,2,0.3,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,Automatic,At least 1 accident or damage reported,Yes
BMW,540 I XDRIVE,2020,39998.0,27158.0,3.0,0.0,1.0,4,0.6,Gasoline,2.0 Liter Turbo,Automatic,None reported,
CHEVROLET,EXPRESS 1500 WORK VAN,2014,14500.0,139804.0,3.0,0.0,1.0,10,1.5,Gasoline,195.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,A/T,At least 1 accident or damage reported,Yes
JEEP,GLADIATOR RUBICON,2022,47500.0,27300.0,3.0,0.0,1.0,2,0.3,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,None reported,Yes
BMW,Z4 SDRIVE28I,2014,27000.0,36812.0,3.0,0.0,1.0,10,1.5,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None reported,Yes
LAND,ROVER LR4 HSE LUX LANDMARK EDITION,2016,18000.0,144000.0,3.0,0.0,1.0,8,1.2,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,At least 1 accident or damage reported,Yes
CADILLAC,XT4 SPORT,2019,28900.0,44500.0,5.0,3.0,0.9979536152796724,5,0.75,Gasoline,237.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,None reported,Yes
BMW,750 750I XDRIVE,2021,73998.0,10917.0,3.0,0.0,1.0,3,0.4499999999999999,Gasoline,4.4 Liter Twin Turbo,Automatic,None reported,
BENTLEY,ARNAGE R,2005,47350.0,8332.0,3.0,0.0,1.0,19,2.85,Gasoline,400.0HP 6.75L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,None reported,Yes
LINCOLN,AVIATOR RESERVE AWD,2020,47698.0,51247.0,3.0,0.0,1.0,4,0.6,Gasoline,3.0 Liter GTDI,Automatic,None reported,
MERCEDES-BENZ,AMG GL AMG GL 63 4MATIC,2016,36500.0,69000.0,3.0,0.0,1.0,8,1.2,Gasoline,550.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None reported,Yes
RAM,PROMASTER 3500 HIGH ROOF,2021,32662.0,147834.0,3.0,0.0,1.0,3,0.4499999999999999,Gasoline,3.6L V6 24V MPFI DOHC,6-Speed Automatic,None reported,Yes
FORD,UTILITY POLICE INTERCEPTOR BASE,2013,6600.0,105000.0,3.0,0.0,1.0,11,1.65,E85 Flex Fuel,300.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability,A/T,At least 1 accident or damage reported,Yes
AUDI,A5 2.0T PREMIUM,2011,9995.0,92203.0,3.0,0.0,1.0,13,1.95,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None reported,Yes
NISSAN,GT-R PREMIUM,2010,69500.0,15600.0,3.0,0.0,1.0,14,2.1,Gasoline,485.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None reported,Yes
LAND,ROVER RANGE ROVER SPORT 3.0L SUPERCHARGED HSE,2018,30775.0,104700.0,3.0,0.0,1.0,6,0.8999999999999999,Gasoline,V6,Automatic,At least 1 accident or damage reported,
TOYOTA,COROLLA LE,2010,9995.0,72348.0,3.0,0.0,1.0,14,2.1,Gasoline,132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,At least 1 accident or damage reported,Yes
RIVIAN,R1S ADVENTURE PACKAGE,2023,94000.0,2500.0,3.0,0.0,1.0,1,0.15,,835.0HP Electric Motor Electric Fuel System,A/T,None reported,Yes
MERCEDES-BENZ,C-CLASS C300 4MATIC,2022,44798.0,13177.0,3.0,0.0,1.0,2,0.3,Gasoline,2.0 Liter Turbo,Automatic,None reported,
PORSCHE,CAYENNE E-HYBRID S,2016,23000.0,96000.0,3.0,0.0,1.0,8,1.2,Plug-In Hybrid,416.0HP 3.0L V6 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,At least 1 accident or damage reported,Yes
CHEVROLET,EXPRESS 1500 WORK VAN,2011,22495.0,93009.0,3.0,0.0,1.0,13,1.95,E85 Flex Fuel,5.3L V8 16V MPFI OHV Flexible Fuel,4-Speed Automatic,None reported,Yes
INFINITI,Q70H BASE,2016,28998.0,52750.0,3.0,0.0,1.0,8,1.2,Hybrid,360.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,7-Speed A/T,At least 1 accident or damage reported,Yes
AUDI,A7 PREMIUM PLUS,2020,49998.0,25361.0,3.0,1.0,0.9993178717598908,4,0.6,Hybrid,3.0 Liter Turbo,Automatic,None reported,
AUDI,Q7 3.0T PREMIUM PLUS,2015,9995.0,98527.0,3.0,0.0,1.0,9,1.35,Gasoline,280.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,,
LUCID,AIR PURE,2023,86900.0,1300.0,3.0,0.0,1.0,1,0.15,,620.0HP Electric Motor Electric Fuel System,A/T,,
CHRYSLER,PACIFICA TOURING,2017,9000.0,87305.0,5.0,914.0,0.3765347885402456,7,1.05,–,–,9-Speed A/T,None reported,Yes
AUDI,TTS 2.0T PREMIUM PLUS,2012,25999.0,72922.0,3.0,0.0,1.0,12,1.7999999999999998,Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,,
BMW,650 GRAN COUPE I XDRIVE,2015,30000.0,41000.0,3.0,0.0,1.0,9,1.35,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,None reported,Yes
SUBARU,FORESTER PREMIUM,2021,27899.0,42125.0,5.0,97.0,0.9338335607094134,3,0.4499999999999999,Gasoline,2.5L H4 16V GDI DOHC,Automatic CVT,None reported,Yes
MERCEDES-BENZ,AMG C AMG C 63,2016,40000.0,62000.0,3.0,0.0,1.0,8,1.2,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None reported,Yes
LAND,ROVER LR3 HSE,2006,9950.0,153843.0,3.0,0.0,1.0,18,2.6999999999999997,Gasoline,300.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,At least 1 accident or damage reported,Yes
